year,body,kind,description
1785,Jupiter,due-east,Jupiter rises due east over Giza
1790,Saturn,due-east,Saturn rises due east over Giza
1791,Jupiter,due-east,Jupiter rises due east over Giza
1797,Jupiter,due-east,Jupiter rises due east over Giza
1801,Uranus,due-east,Uranus rises due east over Giza
1803,Jupiter,due-east,Jupiter rises due east over Giza
1804,Saturn,due-east,Saturn rises due east over Giza
1809,Jupiter,due-east,Jupiter rises due east over Giza
1815,Jupiter,due-east,Jupiter rises due east over Giza
1820,Saturn,due-east,Saturn rises due east over Giza
1820,Sun,eclipse-annular,"Annular solar eclipse over Giza, 1820-09-07"
1821,Jupiter,due-east,Jupiter rises due east over Giza
1827,Jupiter,due-east,Jupiter rises due east over Giza
1833,Jupiter,due-east,Jupiter rises due east over Giza
1834,Saturn,due-east,Saturn rises due east over Giza
1839,Jupiter,due-east,Jupiter rises due east over Giza
1843,Uranus,due-east,Uranus rises due east over Giza
1844,Jupiter,due-east,Jupiter rises due east over Giza
1849,Saturn,due-east,Saturn rises due east over Giza
1851,Jupiter,due-east,Jupiter rises due east over Giza
1856,Jupiter,due-east,Jupiter rises due east over Giza
1861,Neptune,due-east,Neptune rises due east over Giza
1863,Jupiter,due-east,Jupiter rises due east over Giza
1863,Saturn,due-east,Saturn rises due east over Giza
1868,Jupiter,due-east,Jupiter rises due east over Giza
1874,Jupiter,due-east,Jupiter rises due east over Giza
1879,Saturn,due-east,Saturn rises due east over Giza
1880,Jupiter,due-east,Jupiter rises due east over Giza
1885,Uranus,due-east,Uranus rises due east over Giza
1886,Jupiter,due-east,Jupiter rises due east over Giza
1892,Jupiter,due-east,Jupiter rises due east over Giza
1893,Saturn,due-east,Saturn rises due east over Giza
1898,Jupiter,due-east,Jupiter rises due east over Giza
1901,Sun,eclipse-annular,"Annular solar eclipse over Giza, 1901-11-11"
1904,Jupiter,due-east,Jupiter rises due east over Giza
1908,Saturn,due-east,Saturn rises due east over Giza
1910,Jupiter,due-east,Jupiter rises due east over Giza
1916,Jupiter,due-east,Jupiter rises due east over Giza
1919,Sun,eclipse-annular,"Annular solar eclipse over Giza, 1919-11-22"
1922,Jupiter,due-east,Jupiter rises due east over Giza
1922,Saturn,due-east,Saturn rises due east over Giza
1927,Jupiter,due-east,Jupiter rises due east over Giza
1927,Uranus,due-east,Uranus rises due east over Giza
1934,Jupiter,due-east,Jupiter rises due east over Giza
1937,Saturn,due-east,Saturn rises due east over Giza
1939,Jupiter,due-east,Jupiter rises due east over Giza
1944,Neptune,due-east,Neptune rises due east over Giza
1946,Jupiter,due-east,Jupiter rises due east over Giza
1951,Jupiter,due-east,Jupiter rises due east over Giza
1952,Saturn,due-east,Saturn rises due east over Giza
1958,Jupiter,due-east,Jupiter rises due east over Giza
1963,Jupiter,due-east,Jupiter rises due east over Giza
1967,Saturn,due-east,Saturn rises due east over Giza
1969,Jupiter,due-east,Jupiter rises due east over Giza
1969,Uranus,due-east,Uranus rises due east over Giza
1975,Jupiter,due-east,Jupiter rises due east over Giza
1981,Jupiter,due-east,Jupiter rises due east over Giza
1981,Saturn,due-east,Saturn rises due east over Giza
1987,Jupiter,due-east,Jupiter rises due east over Giza
1993,Jupiter,due-east,Jupiter rises due east over Giza
1996,Saturn,due-east,Saturn rises due east over Giza
1999,Jupiter,due-east,Jupiter rises due east over Giza
2005,Jupiter,due-east,Jupiter rises due east over Giza
2011,Jupiter,due-east,Jupiter rises due east over Giza
2011,Saturn,due-east,Saturn rises due east over Giza
2011,Uranus,due-east,Uranus rises due east over Giza
2017,Jupiter,due-east,Jupiter rises due east over Giza
2022,Jupiter,due-east,Jupiter rises due east over Giza
2026,Neptune,due-east,Neptune rises due east over Giza
2026,Saturn,due-east,Saturn rises due east over Giza
