key,name,kind,tier,lat,lon,km,mentions,sources,in,matched_as,unsearchable_forms,uri,first_seen
pl-570632,Probatas,villa,pin,36.67151,24.43984,158.9,0,0,,,0,https://pleiades.stoa.org/places/570632,
pl-541073,Proerna,settlement,pin,39.24124,22.29725,187.1,0,0,,,0,https://pleiades.stoa.org/places/541073,
pl-291401357,Proitidian Gate (Thebes),"gate (of a city), city gate",pin,38.3211,23.3198,51.7,0,0,,,0,https://pleiades.stoa.org/places/291401357,
pl-541074,Prokopion,settlement,pin,38.76521,23.46132,89.9,0,0,,,0,https://pleiades.stoa.org/places/541074,
pl-590014,Prophetes Elias Troullakiou,church|settlement,pin,37.00324,24.67341,137.3,0,0,,,0,https://pleiades.stoa.org/places/590014,
pl-541075,Prophitis Elias,quarry,pin,38.50464,22.44829,125.8,0,0,,,0,https://pleiades.stoa.org/places/541075,
pl-648120846,Propylaea at Athens,gateway|monument,pin,37.97174,23.7251,1.4,0,0,,,0,https://pleiades.stoa.org/places/648120846,
pl-580092,Prospalta,settlement,pin,37.84845,23.91235,22.1,0,0,,,0,https://pleiades.stoa.org/places/580092,
pl-751681995,Prosymna tholos,tomb,pin,37.69597,22.76987,90.0,0,0,,,0,https://pleiades.stoa.org/places/751681995,
pl-720198157,Prytanikon at Athens,architectural complex,wash,37.97474,23.7225,1.1,0,0,,,0,https://pleiades.stoa.org/places/720198157,
pl-580093,Psaphis,deme (Athenian),pin,38.28855,23.91726,37.7,0,0,,,0,https://pleiades.stoa.org/places/580093,
pl-570637,Psaropyrgos,"fort, tower (deprecated)",pin,37.61151,24.29338,64.7,0,0,,,1,https://pleiades.stoa.org/places/570637,
pl-599909,Psaropyrgos,"tomb|catacomb, cemetery, necropolis|temple",pin,36.78532,25.30924,193.1,0,0,,,1,https://pleiades.stoa.org/places/599909,
pl-403301547,Psatha tower (Megarid),tower (defensive),pin,38.11037,23.22181,46.5,0,0,,,0,https://pleiades.stoa.org/places/403301547,
pl-541015,Psilo Kastro (Ag. Marina),settlement,pin,38.56041,22.69891,110.3,0,0,,,4,https://pleiades.stoa.org/places/541015,
pl-580095,Ptelea,deme (Athenian),wash,38.125,23.625,18.1,0,0,,,0,https://pleiades.stoa.org/places/580095,
pl-541077,Pteleon,fort|tower (defensive)|settlement,pin,39.02762,22.96275,133.8,0,0,,,0,https://pleiades.stoa.org/places/541077,
pl-408303888,Ptolemaion gymnasion,"gymnasium, gymnasion",wash,37.97484,23.72252,1.1,0,0,,,0,https://pleiades.stoa.org/places/408303888,
pl-372660434,Public building (?) area at Halos,architectural complex,pin,39.14512,22.81803,151.4,0,0,,,0,https://pleiades.stoa.org/places/372660434,
pl-37452547,Pyramid of Kenchreai,fort|tomb,pin,37.58731,22.67143,102.7,0,0,,,0,https://pleiades.stoa.org/places/37452547,
pl-541081,Pyrasos,settlement,pin,39.2788,22.8213,164.1,0,0,,,0,https://pleiades.stoa.org/places/541081,
pl-599913,Pyrgos Kheimarrou,tower (single),pin,36.9958,25.52002,192.6,0,0,,,0,https://pleiades.stoa.org/places/599913,
pl-410857095,Pyrgouthi,settlement,pin,37.71236,22.82509,84.8,0,0,,,0,https://pleiades.stoa.org/places/410857095,
pl-570642,Pyrrichos,settlement|archaeological site,pin,36.65483,22.43088,187.0,0,0,,,0,https://pleiades.stoa.org/places/570642,
pl-815693600,Pythion,shrine,pin,37.96741,23.73168,1.9,0,0,,,0,https://pleiades.stoa.org/places/815693600,
pl-568838229,Quartier du Stade at Delos,settlement|architectural complex|district,pin,37.40593,25.27407,150.5,0,0,,,0,https://pleiades.stoa.org/places/568838229,
pl-570644,Rema,quarry,pin,36.70083,24.53915,159.7,0,0,,,1,https://pleiades.stoa.org/places/570644,
pl-580097,Rhamnous,settlement|archaeological site|deme (Athenian),pin,38.21929,24.02691,37.0,0,0,,,0,https://pleiades.stoa.org/places/580097,
pl-585954,Rharion Pedion,unlocated|plain,wash,38.0411,23.5374,17.8,0,0,,,0,https://pleiades.stoa.org/places/585954,
pl-580098,Rheitoi (river),"river, drainage",wash,38.125,23.625,18.1,0,0,,,0,https://pleiades.stoa.org/places/580098,
pl-599918,Rheneia (settlement),settlement,pin,37.41206,25.21329,145.4,0,0,,,1,https://pleiades.stoa.org/places/599918,
pl-541086,Rhodountia,"fort, tower (deprecated)",pin,38.77184,22.54912,135.0,0,0,,,0,https://pleiades.stoa.org/places/541086,
pl-570648,Ribari,mine,pin,36.70231,24.40493,154.6,0,0,,,0,https://pleiades.stoa.org/places/570648,
pl-773761100,Roman Agora of Athens,"agora, forum, plaza (deprecated)|archaeological site|architectural complex|agora",pin,37.97429,23.72635,1.1,0,0,,,0,https://pleiades.stoa.org/places/773761100,
pl-675812635,Roman Double Stoa,stoa,pin,37.97634,23.72188,1.0,0,0,,,0,https://pleiades.stoa.org/places/675812635,
pl-755162815,Roman Mausoleum at Palio Scholeio (Chiliomedio),tomb,pin,37.79894,22.87016,78.0,0,0,,,0,https://pleiades.stoa.org/places/755162815,
pl-45246736,Roman Odeion at Corinth,"theatre, theater",pin,37.90599,22.87732,75.1,0,0,,,0,https://pleiades.stoa.org/places/45246736,
pl-54081048,Roman amphitheater at Corinth,"amphitheatre, amphitheater",pin,37.90963,22.89223,73.7,0,0,,,0,https://pleiades.stoa.org/places/54081048,
pl-901991632,Roman aqueduct bridge at Loukou,aqueduct,pin,37.41209,22.68313,111.7,0,0,,,0,https://pleiades.stoa.org/places/901991632,
pl-757663383,Roman theater at Sparta,"theatre, theater",pin,37.08216,22.42355,152.5,0,0,,,0,https://pleiades.stoa.org/places/757663383,
pl-192761443,Royal Stoa,stoa,pin,37.97612,23.72235,1.0,0,0,,,2,https://pleiades.stoa.org/places/192761443,
pl-717754998,Sacred Gate/Hiera Pyle,"gate (of a city), city gate",pin,37.97806,23.71856,1.0,0,0,,,0,https://pleiades.stoa.org/places/717754998,
pl-580101,Salamis (island),island,pin,37.94267,23.48434,21.8,0,0,,,1,https://pleiades.stoa.org/places/580101,
pl-580100,Salamis (settlement),settlement|settlement-modern,pin,37.94876,23.53033,17.7,0,0,,,1,https://pleiades.stoa.org/places/580100,
pl-629239338,Salamis sea-fight tumulus (Salamis),tumulus,pin,37.94693,23.55122,16.0,0,0,,,0,https://pleiades.stoa.org/places/629239338,
pl-541088,Salganeus,settlement,pin,38.47676,23.50853,58.1,0,0,,,0,https://pleiades.stoa.org/places/541088,
pl-678427807,Saliagos,island,pin,37.04807,25.09583,159.3,0,0,,,0,https://pleiades.stoa.org/places/678427807,
pl-939076786,Sanctuaries of Apollo Deiradiotes and Athena Oxyderkes,sanctuary (religious center),pin,37.6419,22.72059,96.3,0,0,,,0,https://pleiades.stoa.org/places/939076786,
pl-865726154,Sanctuary at Agios Konstantinos (Methana),sanctuary (religious center),pin,37.59399,23.4017,51.9,0,0,,,0,https://pleiades.stoa.org/places/865726154,
pl-965050506,Sanctuary of Aglauros,building|shrine,pin,37.97139,23.72877,1.4,0,0,,,0,https://pleiades.stoa.org/places/965050506,
pl-122735558,Sanctuary of Akamas,"findspot, place of finding, find place|shrine",pin,37.95636,23.70305,3.7,0,0,,,0,https://pleiades.stoa.org/places/122735558,
pl-122735559,Sanctuary of Amynos and Asklepios,shrine,pin,37.97134,23.72158,1.5,0,0,,,0,https://pleiades.stoa.org/places/122735559,
pl-435244729,Sanctuary of Aphrodite Ourania,shrine|archaeological site,pin,37.9764,23.72264,0.9,0,0,,,0,https://pleiades.stoa.org/places/435244729,
pl-365016220,Sanctuary of Aphrodite Pandemos,shrine,pin,37.97139,23.72482,1.4,0,0,,,0,https://pleiades.stoa.org/places/365016220,
pl-831413464,Sanctuary of Aphrodite/Isis,shrine|temple,pin,37.97085,23.72602,1.4,0,0,,,0,https://pleiades.stoa.org/places/831413464,
pl-73644851,Sanctuary of Apollo,sanctuary (religious center),pin,37.03631,22.45027,154.2,0,0,,,0,https://pleiades.stoa.org/places/73644851,
pl-116141527,"Sanctuary of Apollo Ismenios, Thebes",temple,pin,38.31648,23.32246,51.2,0,0,,,0,https://pleiades.stoa.org/places/116141527,
pl-804115670,Sanctuary of Apollo Pythios,sanctuary (religious center),pin,37.56028,24.33103,70.9,0,0,,,0,https://pleiades.stoa.org/places/804115670,
pl-448145858,Sanctuary of Apollo at Halieis,"sanctuary (religious center)|stadion, stadium|temple",pin,37.32493,23.14359,89.5,0,0,,,0,https://pleiades.stoa.org/places/448145858,
pl-599506,Sanctuary of Apollo on Delos,sanctuary (religious center),pin,37.39931,25.26887,150.4,0,0,,,2,https://pleiades.stoa.org/places/599506,
pl-42368654,Sanctuary of Artemis Aristoboule,temple,pin,37.97497,23.71883,1.2,0,0,,,0,https://pleiades.stoa.org/places/42368654,
pl-573299847,Sanctuary of Artemis Brauronia on the Acropolis,shrine,pin,37.97151,23.72544,1.4,0,0,,,0,https://pleiades.stoa.org/places/573299847,
pl-287975074,Sanctuary of Artemis Limnatis at Messene,sanctuary (religious center),pin,37.17871,21.93027,181.9,0,0,,,1,https://pleiades.stoa.org/places/287975074,
pl-570120,Sanctuary of Artemis Limnatis in the Taygetos,sanctuary (religious center),pin,36.96028,22.25348,172.8,0,0,,,2,https://pleiades.stoa.org/places/570120,
pl-380378608,Sanctuary of Artemis Munychia (Piraeus),temple,pin,37.9356,23.6592,8.0,0,0,,,0,https://pleiades.stoa.org/places/380378608,
pl-643083926,Sanctuary of Artemis Soteira in the Kerameikos,sanctuary (religious center),pin,37.97846,23.71658,1.1,0,0,,,0,https://pleiades.stoa.org/places/643083926,
pl-954340915,Sanctuary of Asklepios at Athens,sanctuary (religious center)|fountain|stoa|architectural complex,pin,37.97079,23.7268,1.4,0,0,,,3,https://pleiades.stoa.org/places/954340915,
pl-570127,Sanctuary of Asklepios at Epidauros,settlement|sanctuary (religious center),pin,37.5983,23.07426,71.6,0,0,,,2,https://pleiades.stoa.org/places/570127,
pl-894656845,Sanctuary of Athena Chalkioikos,sanctuary (religious center)|temple,pin,37.08269,22.4234,152.5,0,0,,,0,https://pleiades.stoa.org/places/894656845,
pl-130769474,Sanctuary of Athena Hygieia,shrine,pin,37.97165,23.72533,1.4,0,0,,,0,https://pleiades.stoa.org/places/130769474,
pl-540677,Sanctuary of Athena Itonia,sanctuary (religious center)|temple,pin,39.26673,22.05329,203.7,0,0,,,3,https://pleiades.stoa.org/places/540677,
pl-278568881,Sanctuary of Bendis,sanctuary (religious center)|archaeological site,pin,37.95405,23.539,16.9,0,0,,,0,https://pleiades.stoa.org/places/278568881,
pl-29727643,Sanctuary of Despoina at Lykosoura,temple,pin,37.38957,22.03143,163.2,0,0,,,0,https://pleiades.stoa.org/places/29727643,
pl-982593692,Sanctuary of Dionysos,"sanctuary (religious center)|theatre, theater|agora, forum, plaza (deprecated)",pin,38.09562,23.90047,19.6,0,0,,,0,https://pleiades.stoa.org/places/982593692,
pl-271533805,Sanctuary of Dionysus (Sicyon),temple,wash,37.98343,22.71342,88.9,0,0,,,0,https://pleiades.stoa.org/places/271533805,
pl-570216,Sanctuary of Eleusinian Demeter in Laconia,sanctuary (religious center),pin,37.0138,22.4198,157.9,0,0,,,1,https://pleiades.stoa.org/places/570216,
pl-925585578,Sanctuary of Eros and Aphrodite,shrine,pin,37.97225,23.72702,1.3,0,0,,,0,https://pleiades.stoa.org/places/925585578,
pl-496501628,Sanctuary of Herakles Hippodetos,sanctuary (religious center),wash,38.36565,23.33539,54.6,0,0,,,0,https://pleiades.stoa.org/places/496501628,
pl-249767014,Sanctuary of Kalliste,shrine,pin,37.9803,23.717,1.0,0,0,,,0,https://pleiades.stoa.org/places/249767014,
pl-935764097,"Sanctuary of Kodros, Neleus and Basile at Athens",sanctuary (religious center),pin,37.96769,23.72928,1.8,0,0,,,0,https://pleiades.stoa.org/places/935764097,
pl-160459928,Sanctuary of Metaneira,unlocated|sanctuary (religious center),wash,38.0411,23.5374,17.8,0,0,,,0,https://pleiades.stoa.org/places/160459928,
pl-343393024,Sanctuary of Palaimon (Palaimonium),sanctuary (religious center),pin,37.91533,22.99331,64.8,0,0,,,0,https://pleiades.stoa.org/places/343393024,
pl-308818183,Sanctuary of Pankrates,shrine,pin,37.9727,23.7441,1.9,0,0,,,0,https://pleiades.stoa.org/places/308818183,
pl-925825063,Sanctuary of Phrontis(?),sanctuary (religious center),pin,37.65311,24.02725,45.2,0,0,,,0,https://pleiades.stoa.org/places/925825063,
pl-162490152,Sanctuary of Poseidon (Onchestos),sanctuary (religious center)|archaeological site,pin,38.36248,23.14507,66.1,0,0,,,0,https://pleiades.stoa.org/places/162490152,
pl-252314017,Sanctuary of Poseidon Hippios (Mantineia),temple,pin,37.60256,22.40816,123.4,0,0,,,0,https://pleiades.stoa.org/places/252314017,
pl-705163201,"Sanctuary of Poseidon at Kalaureia, Poros",sanctuary (religious center),pin,37.52257,23.4801,55.7,0,0,,,0,https://pleiades.stoa.org/places/705163201,
pl-541078,Sanctuary of Ptoan Apollo,sanctuary (religious center)|temple,pin,38.45934,23.25097,67.3,0,0,,,1,https://pleiades.stoa.org/places/541078,
pl-658982769,Sanctuary of Themis,sanctuary (religious center)|temple,pin,37.97097,23.72605,1.4,0,0,,,0,https://pleiades.stoa.org/places/658982769,
pl-526009671,Sanctuary of Zeus Aphesios (Megarid),sanctuary (religious center),pin,37.9843,23.28478,38.8,0,0,,,0,https://pleiades.stoa.org/places/526009671,
pl-570764,Sanctuary of Zeus Lykaios,"sanctuary (religious center)|cistern|bath, spa",pin,37.4492,21.99229,163.8,0,0,,,1,https://pleiades.stoa.org/places/570764,
pl-982681751,Sanctuary of the Dioscouri at Athens,temple,pin,37.9713,23.7293,1.4,0,0,,,0,https://pleiades.stoa.org/places/982681751,
pl-887311735,Sanctuary of the Egyptian gods (Nea Makri),"sanctuary (religious center)|bath, spa",pin,38.10302,23.97943,25.7,0,0,,,0,https://pleiades.stoa.org/places/887311735,
pl-540951,Sanctuary of the Muses,sanctuary (religious center),pin,38.31601,23.06004,69.1,0,0,,,1,https://pleiades.stoa.org/places/540951,
pl-407584240,Sanctuary of the People and Graces,shrine,pin,37.97621,23.72184,1.0,0,0,,,0,https://pleiades.stoa.org/places/407584240,
pl-267762471,Sarakenos Cave,cave,pin,38.45382,23.20613,69.3,0,0,,,0,https://pleiades.stoa.org/places/267762471,
pl-732220285,Sarapieion A,temple,pin,37.39816,25.26953,150.5,0,0,,,0,https://pleiades.stoa.org/places/732220285,
pl-732220284,Sarapieion C at Delos,temple,pin,37.39735,25.27052,150.6,0,0,,,0,https://pleiades.stoa.org/places/732220284,
pl-570654,Saronicus Sinus,"water, open",wash,37.84941,23.37074,34.7,0,0,,,0,https://pleiades.stoa.org/places/570654,
pl-541089,Scandira (island),island,pin,39.07629,24.11289,126.0,0,0,,,0,https://pleiades.stoa.org/places/541089,
pl-541090,Schedia?,settlement,pin,38.27285,23.6785,32.4,0,0,,,0,https://pleiades.stoa.org/places/541090,
pl-599928,Schinoussa (island),island,pin,36.87102,25.5221,201.0,0,0,,,0,https://pleiades.stoa.org/places/599928,
pl-570656,Schoino(u)s,settlement,pin,37.91918,23.00641,63.6,0,0,,,1,https://pleiades.stoa.org/places/570656,
pl-541091,Schoinos,settlement,pin,38.42177,23.36404,58.1,0,0,,,1,https://pleiades.stoa.org/places/541091,
pl-541093,Scyrus (island),island,pin,38.86083,24.54993,121.0,0,0,,,0,https://pleiades.stoa.org/places/541093,
pl-541094,Selinous,settlement,pin,39.16517,23.61618,131.7,0,0,,,1,https://pleiades.stoa.org/places/541094,
pl-570660,Selinous,settlement,pin,37.0251,22.683,140.9,0,0,,,1,https://pleiades.stoa.org/places/570660,
pl-570661,Selinous (river),"river, drainage",pin,38.15519,22.02161,150.5,0,0,,,1,https://pleiades.stoa.org/places/570661,
pl-570664,Selleis? (river),"river, drainage",pin,38.03545,22.72211,88.3,0,0,,,0,https://pleiades.stoa.org/places/570664,
pl-580104,Semachidai?,settlement,pin,38.15862,23.91033,25.2,0,0,,,0,https://pleiades.stoa.org/places/580104,
pl-59196349,Serapieion B at Delos,temple,pin,37.398,25.27019,150.6,0,0,,,0,https://pleiades.stoa.org/places/59196349,
pl-590043,Seriphos (settlement),settlement|settlement-modern,pin,37.1557,24.50621,114.8,0,0,,,1,https://pleiades.stoa.org/places/590043,
pl-937883502,Sesklo,settlement,pin,39.35538,22.84162,170.8,0,0,,,0,https://pleiades.stoa.org/places/937883502,
pl-546484819,Shrine of Dionysos,shrine,pin,37.88197,23.45284,26.6,0,0,,,0,https://pleiades.stoa.org/places/546484819,
pl-570670,Sidero,mine,pin,37.65127,24.40662,70.2,0,0,,,0,https://pleiades.stoa.org/places/570670,
pl-570671,Sidous,settlement,pin,37.91613,23.07978,57.3,0,0,,,0,https://pleiades.stoa.org/places/570671,
pl-541100,Sigditsa,fort,pin,38.59935,22.32861,140.0,0,0,,,0,https://pleiades.stoa.org/places/541100,
pl-585959,Sikelia hill,unlocated|hill,pin,37.96124,23.71537,2.7,0,0,,,0,https://pleiades.stoa.org/places/585959,
pl-590047,Sikinos (island),island,pin,36.6789,25.12252,190.4,0,0,,,1,https://pleiades.stoa.org/places/590047,
pl-590046,Sikinos (settlement),church|settlement,pin,36.66161,25.08911,190.0,0,0,,,4,https://pleiades.stoa.org/places/590046,
pl-503211161,Silver Mine at Thorikos,mine,pin,37.73817,24.05303,39.5,0,0,,,0,https://pleiades.stoa.org/places/503211161,
pl-541101,Sindouka,"fort, tower (deprecated)",pin,39.19729,23.60779,135.3,0,0,,,0,https://pleiades.stoa.org/places/541101,
pl-541102,Siphai/Tipha,settlement|acropolis,pin,38.18992,23.05282,63.3,0,0,,,2,https://pleiades.stoa.org/places/541102,
pl-590049,Siphnos (island),island,pin,36.97629,24.69362,140.8,0,0,,,4,https://pleiades.stoa.org/places/590049,
pl-590048,Siphnos (settlement),settlement,pin,36.97482,24.74507,143.7,0,0,,,3,https://pleiades.stoa.org/places/590048,
pl-582865,Skambonidai,settlement|deme (Athenian),pin,37.98286,23.72888,0.2,0,0,,,0,https://pleiades.stoa.org/places/582865,
pl-309176138,Skarkos Hill,settlement,pin,36.73157,25.28307,195.7,0,0,,,0,https://pleiades.stoa.org/places/309176138,
pl-541103,Skarpheia,settlement,pin,38.80909,22.66381,130.4,0,0,,,0,https://pleiades.stoa.org/places/541103,
pl-541104,Skiathos (settlement),settlement|settlement-modern,pin,39.1662,23.48889,133.1,0,0,,,1,https://pleiades.stoa.org/places/541104,
pl-570675,Skiritis,region|map label location,pin,37.31343,22.3799,140.1,0,0,,,0,https://pleiades.stoa.org/places/570675,
pl-541106,Skolos,settlement,pin,38.30938,23.38353,47.1,0,0,,,0,https://pleiades.stoa.org/places/541106,
pl-570678,Skotitas,region|map label location,pin,37.31696,22.53784,128.3,0,0,,,0,https://pleiades.stoa.org/places/570678,
pl-541107,Skotoussa (Thessaly),settlement,pin,39.37943,22.53729,186.4,0,0,,,0,https://pleiades.stoa.org/places/541107,
pl-570679,Skyllaion (promontory),"cape, promontory, promuntory",pin,37.435,23.523,63.6,0,0,,,0,https://pleiades.stoa.org/places/570679,
pl-486617494,Skyphoi sanctuary,sanctuary (religious center),wash,37.97225,23.72702,1.3,0,0,,,0,https://pleiades.stoa.org/places/486617494,
pl-541108,Skyros (settlement),settlement,pin,38.90298,24.56536,125.6,0,0,,,0,https://pleiades.stoa.org/places/541108,
pl-570680,Smenos (river),"river, drainage",wash,36.75,22.25,189.4,0,0,,,0,https://pleiades.stoa.org/places/570680,
pl-570681,Soleta,villa,pin,36.68988,24.51833,160.0,0,0,,,0,https://pleiades.stoa.org/places/570681,
pl-570682,Solygeia,settlement,pin,37.84371,22.9666,68.5,0,0,,,0,https://pleiades.stoa.org/places/570682,
pl-580106,Soros,tumulus,pin,38.11794,23.97834,26.5,0,0,,,0,https://pleiades.stoa.org/places/580106,
pl-541109,Sosthenis?,settlement,pin,38.81972,22.42273,146.9,0,0,,,0,https://pleiades.stoa.org/places/541109,
pl-580108,Sounion (Attica: cape),"cape, promontory, promuntory",pin,37.65011,24.02628,45.4,0,0,,,4,https://pleiades.stoa.org/places/580108,
pl-580107,Sounion (Attica: settlement and deme),settlement|deme (Athenian),wash,37.65209,24.02629,45.3,0,0,,,3,https://pleiades.stoa.org/places/580107,
pl-599943,Sounion (Paros),"cape, promontory, promuntory",wash,37.06519,25.19847,165.1,0,0,,,4,https://pleiades.stoa.org/places/599943,
pl-590057,Sounion? (Siphnos),"cape, promontory, promuntory",pin,37.04055,24.63675,132.0,0,0,,,4,https://pleiades.stoa.org/places/590057,
pl-567540780,South Slope Spring,spring|cistern,pin,37.97074,23.72605,1.5,0,0,,,0,https://pleiades.stoa.org/places/567540780,
pl-710563473,South Square,building|agora|stoa,pin,37.97433,23.7231,1.1,0,0,,,0,https://pleiades.stoa.org/places/710563473,
pl-730466010,South Stoa I,stoa|archaeological site,pin,37.97409,23.72321,1.1,0,0,,,0,https://pleiades.stoa.org/places/730466010,
pl-792574637,South Stoa II,stoa,pin,37.97417,23.72318,1.1,0,0,,,0,https://pleiades.stoa.org/places/792574637,
pl-885470680,Southeast Stoa,stoa,pin,37.97398,23.72451,1.1,0,0,,,0,https://pleiades.stoa.org/places/885470680,
pl-124501558,Southeast fountain house,fountain,pin,37.97398,23.72379,1.1,0,0,,,4,https://pleiades.stoa.org/places/124501558,
pl-34983805,Southeast temple of the Athenian Agora,temple,pin,37.97403,23.72423,1.1,0,0,,,0,https://pleiades.stoa.org/places/34983805,
pl-162463494,Southwest Temple in the Agora of Athens,temple,pin,37.97485,23.72265,1.1,0,0,,,0,https://pleiades.stoa.org/places/162463494,
pl-935991896,Southwest fountain house,fountain,pin,37.97422,23.72218,1.2,0,0,,,0,https://pleiades.stoa.org/places/935991896,
pl-541110,Spalauthra,settlement,pin,39.18348,23.22508,140.4,0,0,,,0,https://pleiades.stoa.org/places/541110,
pl-541111,Spercheiai,"wall (defensive)|fort, tower (deprecated)",pin,38.92295,22.03326,180.7,0,0,,,0,https://pleiades.stoa.org/places/541111,
pl-541112,Spercheios,"river, drainage",pin,38.90399,22.20913,167.2,0,0,,,2,https://pleiades.stoa.org/places/541112,
pl-585963,Sphendale,unlocated|deme (Athenian),wash,38.13173,23.79117,17.4,0,0,,,0,https://pleiades.stoa.org/places/585963,
pl-580109,Sphettos,settlement|deme (Athenian),pin,37.91724,23.83842,12.2,0,0,,,0,https://pleiades.stoa.org/places/580109,
pl-570688,Spiraion (promuntory),"cape, promontory, promuntory",pin,37.8003,23.176,52.5,0,0,,,0,https://pleiades.stoa.org/places/570688,
pl-230617790,Spring at Amphiareion,spring,pin,38.29075,23.84514,35.6,0,0,,,0,https://pleiades.stoa.org/places/230617790,
pl-841476129,Square Peristyle,building|archaeological site,pin,37.97556,23.724,1.0,0,0,,,0,https://pleiades.stoa.org/places/841476129,
pl-570689,Sta Glastria,settlement,pin,36.72275,24.34183,150.4,0,0,,,0,https://pleiades.stoa.org/places/570689,
pl-695542935,Stadium at Epidaurus,"stadion, stadium",pin,37.59745,23.07353,71.7,0,0,,,0,https://pleiades.stoa.org/places/695542935,
pl-301013826,Stadium at Nemea,"stadion, stadium",pin,37.80676,22.71471,91.0,0,0,,,0,https://pleiades.stoa.org/places/301013826,
pl-210745099,Stadium of Delos,"stadion, stadium",pin,37.40579,25.2736,150.5,0,0,,,0,https://pleiades.stoa.org/places/210745099,
pl-333036426,Stadium of Delphi,"stadion, stadium",pin,38.48201,22.49711,120.9,0,0,,,0,https://pleiades.stoa.org/places/333036426,
pl-278785543,Stadium-Gymnasium Complex at Messene,"stadion, stadium|gymnasium, gymnasion",pin,37.17288,21.91916,183.1,0,0,,,0,https://pleiades.stoa.org/places/278785543,
pl-999238742,Statues of Harmodios and Aristogeiton,monument,wash,37.97507,23.72315,1.0,0,0,,,0,https://pleiades.stoa.org/places/999238742,
pl-580110,Steiria,settlement|deme (Athenian),pin,37.89816,24.01073,26.6,0,0,,,0,https://pleiades.stoa.org/places/580110,
pl-507121565,Stelida,archaeological site|hill,pin,37.08415,25.34447,174.2,0,0,,,0,https://pleiades.stoa.org/places/507121565,
pl-570690,Stenykleros (plain),plain|map label location,pin,37.2207,21.99717,174.5,0,0,,,0,https://pleiades.stoa.org/places/570690,
pl-541114,Stephon?,settlement,pin,38.32858,23.51874,42.5,0,0,,,0,https://pleiades.stoa.org/places/541114,
pl-541113,Stiris/Steiris,settlement|acropolis,pin,38.38432,22.75535,95.9,0,0,,,0,https://pleiades.stoa.org/places/541113,
pl-143098101,Stoa Poikile,stoa|archaeological site,pin,37.9764,23.7227,0.9,0,0,,,0,https://pleiades.stoa.org/places/143098101,
pl-840019989,Stoa at Brauron,stoa,pin,37.92616,23.99378,24.2,0,0,,,0,https://pleiades.stoa.org/places/840019989,
pl-424010351,Stoa in the sanctuary of Zeus Lykaios,stoa,pin,37.44835,21.99547,163.6,0,0,,,0,https://pleiades.stoa.org/places/424010351,
pl-759679649,Stoa of Attalos,stoa,pin,37.97514,23.72422,1.0,0,0,,,3,https://pleiades.stoa.org/places/759679649,
pl-3347126,Stoa of Eumenes,stoa,pin,37.97053,23.72601,1.5,0,0,,,0,https://pleiades.stoa.org/places/3347126,
pl-649966334,Stoa of Zeus (Eleutherios),stoa,pin,37.97585,23.72213,1.0,0,0,,,0,https://pleiades.stoa.org/places/649966334,
pl-570692,Stoloi,settlement,pin,36.67225,24.47991,160.3,0,0,,,0,https://pleiades.stoa.org/places/570692,
pl-613118646,Street to the Roman Agora,street,pin,37.97461,23.72495,1.0,0,0,,,0,https://pleiades.stoa.org/places/613118646,
pl-650138313,Strongylo Aqueduct bridge,aqueduct,pin,37.7739,22.67543,95.2,0,0,,,0,https://pleiades.stoa.org/places/650138313,
pl-392437877,Strophilas,"archaeological site|cape, promontory, promuntory",pin,37.78033,24.85576,101.6,0,0,,,0,https://pleiades.stoa.org/places/392437877,
pl-570694,Strouthos? (promontory),"cape, promontory, promuntory",pin,37.46008,23.00314,86.3,0,0,,,0,https://pleiades.stoa.org/places/570694,
pl-380437088,Stroviki Helladic Settlement,settlement|archaeological site,pin,38.47715,23.10431,77.3,0,0,,,0,https://pleiades.stoa.org/places/380437088,
pl-570696,Stymphalos,settlement,pin,37.85935,22.4595,112.1,0,0,,,0,https://pleiades.stoa.org/places/570696,
pl-541117,Styra,settlement|port,pin,38.14584,24.26176,50.1,0,0,,,0,https://pleiades.stoa.org/places/541117,
pl-570698,Styx (river),"river, drainage",wash,38.25,22.25,132.6,0,0,,,1,https://pleiades.stoa.org/places/570698,
pl-580112,Sypalettos,settlement,pin,38.07182,23.75981,10.2,0,0,,,0,https://pleiades.stoa.org/places/580112,
pl-590066,Syros,settlement-modern,pin,37.44457,24.94232,122.5,0,0,,,1,https://pleiades.stoa.org/places/590066,
pl-590067,Syros (island),island,pin,37.43287,24.90946,120.7,0,0,,,4,https://pleiades.stoa.org/places/590067,
pl-570700,Sythas (river),"river, drainage",pin,38.08036,22.62377,97.3,0,0,,,1,https://pleiades.stoa.org/places/570700,
pl-573541,Taleton Akra,unlocated|mountain,wash,36.95354,22.34996,167.0,0,0,,,0,https://pleiades.stoa.org/places/573541,
pl-541121,Tamynai,settlement,pin,38.49942,24.10415,66.1,0,0,,,0,https://pleiades.stoa.org/places/541121,
pl-570704,Tan(a)os (river),"river, drainage",pin,37.42411,22.74351,106.6,0,0,,,0,https://pleiades.stoa.org/places/570704,
pl-541126,Tegyra,settlement,pin,38.51298,23.05054,83.4,0,0,,,0,https://pleiades.stoa.org/places/541126,
pl-541127,Teichion?,"fort, tower (deprecated)",pin,38.4877,21.99355,161.5,0,0,,,0,https://pleiades.stoa.org/places/541127,
pl-541128,Teichious,settlement,pin,38.78451,22.52388,137.6,0,0,,,0,https://pleiades.stoa.org/places/541128,
