key,name,kind,tier,lat,lon,from,until,locations,km,uri,why
pl-513402,Unnamed quarry (on Proconnesus Ins.),quarry,pin,40.62900,27.66600,-550,640,0,1125.4,https://pleiades.stoa.org/places/513402,
pl-246571,Portus Veneris,"station, port",pin,42.52063,3.10766,-550,2100,0,1125.4,https://pleiades.stoa.org/places/246571,
pl-295271,el Hattaba,settlement,pin,36.55169,2.28510,-30,640,0,1125.5,https://pleiades.stoa.org/places/295271,
pl-148109,Lédignan,settlement,pin,43.98922,4.10683,-30,640,0,1125.5,https://pleiades.stoa.org/places/148109,
pl-550441,"Apollo Karios, T.",sanctuary,pin,38.27205,27.95281,-550,-330,0,1125.5,https://pleiades.stoa.org/places/550441,
pl-208943400,Untitled,"settlement, feature",pin,35.87392,2.48596,-30,640,0,1125.5,https://pleiades.stoa.org/places/208943400,
pl-119058,Zaingrub,settlement,pin,48.62532,15.68746,-30,300,0,1125.5,https://pleiades.stoa.org/places/119058,
pl-246620,S. Julià de Ramis,settlement,pin,42.02819,2.85355,-330,-30,0,1125.5,https://pleiades.stoa.org/places/246620,
pl-128459,Mistelbach an der Zaya,cemetery,pin,48.56748,16.57232,-30,1999,0,1125.8,https://pleiades.stoa.org/places/128459,
pl-118606,Boiodurum/Boiotro,"fort-2, vicus",pin,48.57231,13.46331,-30,2099,0,1126.0,https://pleiades.stoa.org/places/118606,
pl-167731,Le Crêt-du-Maure,mine,pin,45.89520,6.12520,-30,640,0,1126.1,https://pleiades.stoa.org/places/167731,
pl-246406,Gerunda,settlement,pin,41.98735,2.82661,-330,2100,0,1126.1,https://pleiades.stoa.org/places/246406,
pl-246449,Iuncaria,station,pin,42.27480,2.96815,-30,2099,0,1126.1,https://pleiades.stoa.org/places/246449,
pl-118590,Batavi,fort,pin,48.57351,13.46392,-30,2100,0,1126.1,https://pleiades.stoa.org/places/118590,
pl-148007,Balaruc-les-Bains,settlement,pin,43.44182,3.67756,-30,2100,0,1126.2,https://pleiades.stoa.org/places/148007,
pl-712997242,Arab Baths of Girona,bath,pin,41.98806,2.82569,1100,1199,0,1126.2,https://pleiades.stoa.org/places/712997242,
pl-128494,Pohonská,settlement,pin,48.48940,17.27134,-330,300,0,1126.2,https://pleiades.stoa.org/places/128494,
pl-89384567,Gallo-Roman theater at Alba Helviorum,theatre,pin,44.55986,4.60189,-30,300,0,1126.2,https://pleiades.stoa.org/places/89384567,
pl-550585,Hypaipa,settlement,pin,38.24846,27.96291,-330,640,0,1126.4,https://pleiades.stoa.org/places/550585,
pl-167629,Alba Helviorum,settlement,pin,44.56096,4.60019,-330,2100,0,1126.4,https://pleiades.stoa.org/places/167629,
pl-118658,Eching,settlement,pin,48.29733,11.62328,-30,300,0,1126.4,https://pleiades.stoa.org/places/118658,
pl-334563,Kherba des Ouled Hellal,fort,pin,35.89005,2.46887,-30,300,0,1126.5,https://pleiades.stoa.org/places/334563,
pl-551910,Unnamed bridge,bridge,pin,38.53919,27.96944,-30,1918,0,1126.7,https://pleiades.stoa.org/places/551910,
pl-167685,Boutae,settlement,pin,45.90445,6.12688,-30,300,0,1126.8,https://pleiades.stoa.org/places/167685,
pl-187531,Rostrum Nemaviae,fort,pin,48.06115,10.63995,-30,640,0,1126.8,https://pleiades.stoa.org/places/187531,
pl-295233,Bou-Roukht,villa,pin,36.60339,2.25655,-30,300,0,1126.9,https://pleiades.stoa.org/places/295233,
pl-246174,Aquae Voconiae,station,pin,41.84618,2.75210,-30,640,0,1126.9,https://pleiades.stoa.org/places/246174,
pl-511228,Değirmenaltı,settlement,pin,40.98612,27.57891,-750,-550,0,1127.0,https://pleiades.stoa.org/places/511228,
pl-295342,Sidi-el-Masmeudi,villa,pin,36.49403,2.28158,-30,640,0,1127.1,https://pleiades.stoa.org/places/295342,
pl-148229,Vatrute?,settlement,pin,44.10189,4.17836,-550,2100,0,1127.1,https://pleiades.stoa.org/places/148229,
pl-589761,Dimastos? (island),island,pin,36.25685,27.65388,1700,2100,0,1127.1,https://pleiades.stoa.org/places/589761,
pl-167710,La Chapelle-du-Mont-du-Chat,mine,pin,45.70595,5.85317,-30,640,0,1127.4,https://pleiades.stoa.org/places/167710,
pl-246317,Caucholiberi,settlement,pin,42.52450,3.08231,300,640,0,1127.6,https://pleiades.stoa.org/places/246317,
pl-246277,Cal Temple,tomb,pin,41.94356,2.78624,-30,300,0,1127.8,https://pleiades.stoa.org/places/246277,
pl-167665,Barjac,quarry,pin,44.30915,4.34788,-30,1999,0,1127.9,https://pleiades.stoa.org/places/167665,
pl-165753155,Chauvet Cave,cave,pin,44.38812,4.41614,1700,2100,0,1128.0,https://pleiades.stoa.org/places/165753155,
pl-167630,Albinnum,settlement,pin,45.78588,5.94553,-30,640,0,1128.1,https://pleiades.stoa.org/places/167630,
pl-118659,Eggenburg,settlement,pin,48.64309,15.81651,-30,300,0,1128.1,https://pleiades.stoa.org/places/118659,
pl-550560,Hadrianoutherai,settlement,pin,39.60672,27.91065,-30,2000,0,1128.2,https://pleiades.stoa.org/places/550560,
pl-599591,Diabetai (islands),"archipelago, island",pin,36.57018,27.75213,-30,2100,0,1128.3,https://pleiades.stoa.org/places/599591,
pl-511331,‘Narco’,station,pin,41.34642,27.46904,300,640,0,1128.3,https://pleiades.stoa.org/places/511331,
pl-187324,Brigantinus (lake),lake,pin,47.63273,9.29662,1700,2100,0,1128.3,https://pleiades.stoa.org/places/187324,
pl-167634,Allobroges,"label, people",pin,45.74650,5.89058,-330,300,0,1128.4,https://pleiades.stoa.org/places/167634,
pl-169129,Untitled,bridge,pin,45.03711,5.05301,-30,300,0,1128.4,https://pleiades.stoa.org/places/169129,
pl-148211,Taurus/Volcarum Stagna,"water-open, lagoon, estuary",pin,43.39768,3.61631,-550,2100,0,1128.5,https://pleiades.stoa.org/places/148211,
pl-208943394,Untitled,"feature, tumulus",pin,35.60234,2.54753,-30,640,0,1128.5,https://pleiades.stoa.org/places/208943394,
pl-599241518,Triopium,sanctuary,pin,36.76860,27.80126,-550,-330,0,1128.5,https://pleiades.stoa.org/places/599241518,
pl-216749,Caput Stenarum,fort,pin,45.63301,24.25771,-30,640,0,1128.6,https://pleiades.stoa.org/places/216749,
pl-599610,Emecik,"settlement, sanctuary",pin,36.76826,27.80198,-330,300,0,1128.6,https://pleiades.stoa.org/places/599610,
pl-589952,Narthecusa (island),"island, label",pin,36.26435,27.67672,1700,2100,0,1128.8,https://pleiades.stoa.org/places/589952,
pl-168369,Untitled,aqueduct,wash,44.75000,4.75000,-30,300,0,1128.8,https://pleiades.stoa.org/places/168369,
pl-169127,Untitled,bridge,wash,44.75000,4.75000,-30,640,0,1128.8,https://pleiades.stoa.org/places/169127,
pl-207468,Straja,settlement,pin,46.06658,23.68145,-30,300,0,1128.8,https://pleiades.stoa.org/places/207468,
pl-148081,Forum Domitii,station,pin,43.51572,3.69231,-330,2100,0,1129.1,https://pleiades.stoa.org/places/148081,
pl-147989,Allègre,sanctuary,pin,44.19923,4.23293,-30,2100,0,1129.2,https://pleiades.stoa.org/places/147989,
pl-246745,Monument La Torratxa (Vilablareix),tomb,pin,41.95441,2.77401,-30,2099,0,1129.2,https://pleiades.stoa.org/places/246745,
